Datetime,Date,Hour,Station,AQHI,RiskCategory,Hour_of_Day,Day_of_Week
2025-05-31 14:00:00,2025-05-31,15,Tuen Mun,4.0,Moderate,14,5
2025-05-31 15:00:00,2025-05-31,16,Tuen Mun,4.0,Moderate,15,5
2025-05-31 16:00:00,2025-05-31,17,Tuen Mun,4.0,Moderate,16,5
2025-05-31 17:00:00,2025-05-31,18,Tuen Mun,4.0,Moderate,17,5
2025-05-31 18:00:00,2025-05-31,19,Tuen Mun,4.0,Moderate,18,5
2025-05-31 19:00:00,2025-05-31,20,Tuen Mun,4.0,Moderate,19,5
2025-05-31 20:00:00,2025-05-31,21,Tuen Mun,4.0,Moderate,20,5
2025-05-31 21:00:00,2025-05-31,22,Tuen Mun,4.0,Moderate,21,5
2025-05-31 22:00:00,2025-05-31,23,Tuen Mun,4.0,Moderate,22,5
2025-05-31 23:00:00,2025-05-31,24,Tuen Mun,4.0,Moderate,23,5
2025-05-31 23:00:00,2025-05-31,24,Tuen Mun,4.0,Moderate,23,5
2025-01-01 00:00:00,2025-01-01,1,Tung Chung,4.0,Moderate,0,2
2025-01-01 01:00:00,2025-01-01,2,Tung Chung,5.0,Moderate,1,2
2025-01-01 02:00:00,2025-01-01,3,Tung Chung,5.0,Moderate,2,2
2025-01-01 03:00:00,2025-01-01,4,Tung Chung,5.0,Moderate,3,2
2025-01-01 04:00:00,2025-01-01,5,Tung Chung,5.0,Moderate,4,2
2025-01-01 05:00:00,2025-01-01,6,Tung Chung,5.0,Moderate,5,2
2025-01-01 06:00:00,2025-01-01,7,Tung Chung,5.0,Moderate,6,2
2025-01-01 07:00:00,2025-01-01,8,Tung Chung,5.0,Moderate,7,2
2025-01-01 08:00:00,2025-01-01,9,Tung Chung,5.0,Moderate,8,2
2025-01-01 09:00:00,2025-01-01,10,Tung Chung,5.0,Moderate,9,2
2025-01-01 10:00:00,2025-01-01,11,Tung Chung,5.0,Moderate,10,2
2025-01-01 11:00:00,2025-01-01,12,Tung Chung,5.0,Moderate,11,2
2025-01-01 12:00:00,2025-01-01,13,Tung Chung,5.0,Moderate,12,2
2025-01-01 13:00:00,2025-01-01,14,Tung Chung,5.0,Moderate,13,2
2025-01-01 14:00:00,2025-01-01,15,Tung Chung,5.0,Moderate,14,2
2025-01-01 15:00:00,2025-01-01,16,Tung Chung,5.0,Moderate,15,2
2025-01-01 16:00:00,2025-01-01,17,Tung Chung,5.0,Moderate,16,2
2025-01-01 17:00:00,2025-01-01,18,Tung Chung,5.0,Moderate,17,2
2025-01-01 18:00:00,2025-01-01,19,Tung Chung,5.0,Moderate,18,2
2025-01-01 19:00:00,2025-01-01,20,Tung Chung,5.0,Moderate,19,2
2025-01-01 20:00:00,2025-01-01,21,Tung Chung,5.0,Moderate,20,2
2025-01-01 21:00:00,2025-01-01,22,Tung Chung,5.0,Moderate,21,2
2025-01-01 22:00:00,2025-01-01,23,Tung Chung,4.0,Moderate,22,2
2025-01-01 23:00:00,2025-01-01,24,Tung Chung,4.0,Moderate,23,2
2025-01-01 23:00:00,2025-01-01,24,Tung Chung,5.0,Moderate,23,2
2025-01-02 00:00:00,2025-01-02,1,Tung Chung,4.0,Moderate,0,3
2025-01-02 01:00:00,2025-01-02,2,Tung Chung,4.0,Moderate,1,3
2025-01-02 02:00:00,2025-01-02,3,Tung Chung,4.0,Moderate,2,3
2025-01-02 03:00:00,2025-01-02,4,Tung Chung,4.0,Moderate,3,3
2025-01-02 04:00:00,2025-01-02,5,Tung Chung,4.0,Moderate,4,3
2025-01-02 05:00:00,2025-01-02,6,Tung Chung,4.0,Moderate,5,3
2025-01-02 06:00:00,2025-01-02,7,Tung Chung,3.0,Low,6,3
2025-01-02 07:00:00,2025-01-02,8,Tung Chung,3.0,Low,7,3
2025-01-02 08:00:00,2025-01-02,9,Tung Chung,3.0,Low,8,3
2025-01-02 09:00:00,2025-01-02,10,Tung Chung,4.0,Moderate,9,3
2025-01-02 10:00:00,2025-01-02,11,Tung Chung,4.0,Moderate,10,3
2025-01-02 11:00:00,2025-01-02,12,Tung Chung,4.0,Moderate,11,3
2025-01-02 12:00:00,2025-01-02,13,Tung Chung,5.0,Moderate,12,3
2025-01-02 13:00:00,2025-01-02,14,Tung Chung,5.0,Moderate,13,3
2025-01-02 14:00:00,2025-01-02,15,Tung Chung,5.0,Moderate,14,3
2025-01-02 15:00:00,2025-01-02,16,Tung Chung,6.0,Moderate,15,3
2025-01-02 16:00:00,2025-01-02,17,Tung Chung,6.0,Moderate,16,3
2025-01-02 17:00:00,2025-01-02,18,Tung Chung,7.0,High,17,3
2025-01-02 18:00:00,2025-01-02,19,Tung Chung,6.0,Moderate,18,3
2025-01-02 19:00:00,2025-01-02,20,Tung Chung,5.0,Moderate,19,3
2025-01-02 20:00:00,2025-01-02,21,Tung Chung,5.0,Moderate,20,3
2025-01-02 21:00:00,2025-01-02,22,Tung Chung,4.0,Moderate,21,3
2025-01-02 22:00:00,2025-01-02,23,Tung Chung,4.0,Moderate,22,3
2025-01-02 23:00:00,2025-01-02,24,Tung Chung,5.0,Moderate,23,3
2025-01-02 23:00:00,2025-01-02,24,Tung Chung,7.0,High,23,3
2025-01-03 00:00:00,2025-01-03,1,Tung Chung,5.0,Moderate,0,4
2025-01-03 01:00:00,2025-01-03,2,Tung Chung,5.0,Moderate,1,4
2025-01-03 02:00:00,2025-01-03,3,Tung Chung,5.0,Moderate,2,4
2025-01-03 03:00:00,2025-01-03,4,Tung Chung,5.0,Moderate,3,4
2025-01-03 04:00:00,2025-01-03,5,Tung Chung,4.0,Moderate,4,4
2025-01-03 05:00:00,2025-01-03,6,Tung Chung,4.0,Moderate,5,4
2025-01-03 06:00:00,2025-01-03,7,Tung Chung,4.0,Moderate,6,4
2025-01-03 07:00:00,2025-01-03,8,Tung Chung,4.0,Moderate,7,4
2025-01-03 08:00:00,2025-01-03,9,Tung Chung,4.0,Moderate,8,4
2025-01-03 09:00:00,2025-01-03,10,Tung Chung,4.0,Moderate,9,4
2025-01-03 10:00:00,2025-01-03,11,Tung Chung,4.0,Moderate,10,4
2025-01-03 11:00:00,2025-01-03,12,Tung Chung,5.0,Moderate,11,4
2025-01-03 12:00:00,2025-01-03,13,Tung Chung,5.0,Moderate,12,4
2025-01-03 13:00:00,2025-01-03,14,Tung Chung,6.0,Moderate,13,4
2025-01-03 14:00:00,2025-01-03,15,Tung Chung,6.0,Moderate,14,4
2025-01-03 15:00:00,2025-01-03,16,Tung Chung,6.0,Moderate,15,4
2025-01-03 16:00:00,2025-01-03,17,Tung Chung,6.0,Moderate,16,4
2025-01-03 17:00:00,2025-01-03,18,Tung Chung,6.0,Moderate,17,4
2025-01-03 18:00:00,2025-01-03,19,Tung Chung,5.0,Moderate,18,4
2025-01-03 19:00:00,2025-01-03,20,Tung Chung,5.0,Moderate,19,4
2025-01-03 20:00:00,2025-01-03,21,Tung Chung,4.0,Moderate,20,4
2025-01-03 21:00:00,2025-01-03,22,Tung Chung,4.0,Moderate,21,4
2025-01-03 22:00:00,2025-01-03,23,Tung Chung,4.0,Moderate,22,4
2025-01-03 23:00:00,2025-01-03,24,Tung Chung,4.0,Moderate,23,4
2025-01-03 23:00:00,2025-01-03,24,Tung Chung,6.0,Moderate,23,4
2025-01-04 00:00:00,2025-01-04,1,Tung Chung,5.0,Moderate,0,5
2025-01-04 01:00:00,2025-01-04,2,Tung Chung,5.0,Moderate,1,5
2025-01-04 02:00:00,2025-01-04,3,Tung Chung,5.0,Moderate,2,5
2025-01-04 03:00:00,2025-01-04,4,Tung Chung,4.0,Moderate,3,5
2025-01-04 04:00:00,2025-01-04,5,Tung Chung,4.0,Moderate,4,5
2025-01-04 05:00:00,2025-01-04,6,Tung Chung,4.0,Moderate,5,5
2025-01-04 06:00:00,2025-01-04,7,Tung Chung,4.0,Moderate,6,5
2025-01-04 07:00:00,2025-01-04,8,Tung Chung,4.0,Moderate,7,5
2025-01-04 08:00:00,2025-01-04,9,Tung Chung,3.0,Low,8,5
2025-01-04 09:00:00,2025-01-04,10,Tung Chung,4.0,Moderate,9,5
2025-01-04 10:00:00,2025-01-04,11,Tung Chung,4.0,Moderate,10,5
2025-01-04 11:00:00,2025-01-04,12,Tung Chung,5.0,Moderate,11,5
2025-01-04 12:00:00,2025-01-04,13,Tung Chung,5.0,Moderate,12,5
2025-01-04 13:00:00,2025-01-04,14,Tung Chung,6.0,Moderate,13,5
2025-01-04 14:00:00,2025-01-04,15,Tung Chung,6.0,Moderate,14,5
2025-01-04 15:00:00,2025-01-04,16,Tung Chung,6.0,Moderate,15,5
2025-01-04 16:00:00,2025-01-04,17,Tung Chung,6.0,Moderate,16,5
2025-01-04 17:00:00,2025-01-04,18,Tung Chung,6.0,Moderate,17,5
2025-01-04 18:00:00,2025-01-04,19,Tung Chung,5.0,Moderate,18,5
2025-01-04 19:00:00,2025-01-04,20,Tung Chung,5.0,Moderate,19,5
2025-01-04 20:00:00,2025-01-04,21,Tung Chung,5.0,Moderate,20,5
2025-01-04 21:00:00,2025-01-04,22,Tung Chung,5.0,Moderate,21,5
2025-01-04 22:00:00,2025-01-04,23,Tung Chung,5.0,Moderate,22,5
2025-01-04 23:00:00,2025-01-04,24,Tung Chung,5.0,Moderate,23,5
2025-01-04 23:00:00,2025-01-04,24,Tung Chung,6.0,Moderate,23,5
2025-01-05 00:00:00,2025-01-05,1,Tung Chung,5.0,Moderate,0,6
2025-01-05 01:00:00,2025-01-05,2,Tung Chung,4.0,Moderate,1,6
2025-01-05 02:00:00,2025-01-05,3,Tung Chung,4.0,Moderate,2,6
2025-01-05 03:00:00,2025-01-05,4,Tung Chung,4.0,Moderate,3,6
2025-01-05 04:00:00,2025-01-05,5,Tung Chung,4.0,Moderate,4,6
2025-01-05 05:00:00,2025-01-05,6,Tung Chung,4.0,Moderate,5,6
2025-01-05 06:00:00,2025-01-05,7,Tung Chung,4.0,Moderate,6,6
2025-01-05 07:00:00,2025-01-05,8,Tung Chung,4.0,Moderate,7,6
2025-01-05 08:00:00,2025-01-05,9,Tung Chung,4.0,Moderate,8,6
2025-01-05 09:00:00,2025-01-05,10,Tung Chung,4.0,Moderate,9,6
2025-01-05 10:00:00,2025-01-05,11,Tung Chung,4.0,Moderate,10,6
2025-01-05 11:00:00,2025-01-05,12,Tung Chung,5.0,Moderate,11,6
2025-01-05 12:00:00,2025-01-05,13,Tung Chung,5.0,Moderate,12,6
2025-01-05 13:00:00,2025-01-05,14,Tung Chung,6.0,Moderate,13,6
2025-01-05 14:00:00,2025-01-05,15,Tung Chung,7.0,High,14,6
2025-01-05 15:00:00,2025-01-05,16,Tung Chung,8.0,High,15,6
2025-01-05 16:00:00,2025-01-05,17,Tung Chung,8.0,High,16,6
2025-01-05 17:00:00,2025-01-05,18,Tung Chung,8.0,High,17,6
2025-01-05 18:00:00,2025-01-05,19,Tung Chung,7.0,High,18,6
2025-01-05 19:00:00,2025-01-05,20,Tung Chung,6.0,Moderate,19,6
2025-01-05 20:00:00,2025-01-05,21,Tung Chung,5.0,Moderate,20,6
2025-01-05 21:00:00,2025-01-05,22,Tung Chung,5.0,Moderate,21,6
2025-01-05 22:00:00,2025-01-05,23,Tung Chung,5.0,Moderate,22,6
2025-01-05 23:00:00,2025-01-05,24,Tung Chung,4.0,Moderate,23,6
2025-01-05 23:00:00,2025-01-05,24,Tung Chung,8.0,High,23,6
2025-01-06 00:00:00,2025-01-06,1,Tung Chung,4.0,Moderate,0,0
2025-01-06 01:00:00,2025-01-06,2,Tung Chung,4.0,Moderate,1,0
2025-01-06 02:00:00,2025-01-06,3,Tung Chung,4.0,Moderate,2,0
2025-01-06 03:00:00,2025-01-06,4,Tung Chung,4.0,Moderate,3,0
2025-01-06 04:00:00,2025-01-06,5,Tung Chung,4.0,Moderate,4,0
2025-01-06 05:00:00,2025-01-06,6,Tung Chung,4.0,Moderate,5,0
2025-01-06 06:00:00,2025-01-06,7,Tung Chung,4.0,Moderate,6,0
2025-01-06 07:00:00,2025-01-06,8,Tung Chung,4.0,Moderate,7,0
2025-01-06 08:00:00,2025-01-06,9,Tung Chung,4.0,Moderate,8,0
2025-01-06 09:00:00,2025-01-06,10,Tung Chung,4.0,Moderate,9,0
2025-01-06 10:00:00,2025-01-06,11,Tung Chung,4.0,Moderate,10,0
2025-01-06 11:00:00,2025-01-06,12,Tung Chung,5.0,Moderate,11,0
2025-01-06 12:00:00,2025-01-06,13,Tung Chung,6.0,Moderate,12,0
2025-01-06 13:00:00,2025-01-06,14,Tung Chung,6.0,Moderate,13,0
2025-01-06 14:00:00,2025-01-06,15,Tung Chung,7.0,High,14,0
2025-01-06 15:00:00,2025-01-06,16,Tung Chung,7.0,High,15,0
2025-01-06 16:00:00,2025-01-06,17,Tung Chung,8.0,High,16,0
2025-01-06 17:00:00,2025-01-06,18,Tung Chung,7.0,High,17,0
2025-01-06 18:00:00,2025-01-06,19,Tung Chung,6.0,Moderate,18,0
2025-01-06 19:00:00,2025-01-06,20,Tung Chung,4.0,Moderate,19,0
2025-01-06 20:00:00,2025-01-06,21,Tung Chung,4.0,Moderate,20,0
2025-01-06 21:00:00,2025-01-06,22,Tung Chung,4.0,Moderate,21,0
2025-01-06 22:00:00,2025-01-06,23,Tung Chung,4.0,Moderate,22,0
2025-01-06 23:00:00,2025-01-06,24,Tung Chung,4.0,Moderate,23,0
2025-01-06 23:00:00,2025-01-06,24,Tung Chung,8.0,High,23,0
2025-01-07 00:00:00,2025-01-07,1,Tung Chung,5.0,Moderate,0,1
2025-01-07 01:00:00,2025-01-07,2,Tung Chung,5.0,Moderate,1,1
2025-01-07 02:00:00,2025-01-07,3,Tung Chung,5.0,Moderate,2,1
2025-01-07 03:00:00,2025-01-07,4,Tung Chung,5.0,Moderate,3,1
2025-01-07 04:00:00,2025-01-07,5,Tung Chung,5.0,Moderate,4,1
2025-01-07 05:00:00,2025-01-07,6,Tung Chung,5.0,Moderate,5,1
2025-01-07 06:00:00,2025-01-07,7,Tung Chung,5.0,Moderate,6,1
2025-01-07 07:00:00,2025-01-07,8,Tung Chung,5.0,Moderate,7,1
2025-01-07 08:00:00,2025-01-07,9,Tung Chung,4.0,Moderate,8,1
2025-01-07 09:00:00,2025-01-07,10,Tung Chung,4.0,Moderate,9,1
2025-01-07 10:00:00,2025-01-07,11,Tung Chung,4.0,Moderate,10,1
2025-01-07 11:00:00,2025-01-07,12,Tung Chung,5.0,Moderate,11,1
2025-01-07 12:00:00,2025-01-07,13,Tung Chung,5.0,Moderate,12,1
2025-01-07 13:00:00,2025-01-07,14,Tung Chung,5.0,Moderate,13,1
2025-01-07 14:00:00,2025-01-07,15,Tung Chung,5.0,Moderate,14,1
2025-01-07 15:00:00,2025-01-07,16,Tung Chung,6.0,Moderate,15,1
2025-01-07 16:00:00,2025-01-07,17,Tung Chung,6.0,Moderate,16,1
2025-01-07 17:00:00,2025-01-07,18,Tung Chung,6.0,Moderate,17,1
2025-01-07 18:00:00,2025-01-07,19,Tung Chung,5.0,Moderate,18,1
2025-01-07 19:00:00,2025-01-07,20,Tung Chung,5.0,Moderate,19,1
2025-01-07 20:00:00,2025-01-07,21,Tung Chung,5.0,Moderate,20,1
2025-01-07 21:00:00,2025-01-07,22,Tung Chung,5.0,Moderate,21,1
2025-01-07 22:00:00,2025-01-07,23,Tung Chung,5.0,Moderate,22,1
2025-01-07 23:00:00,2025-01-07,24,Tung Chung,5.0,Moderate,23,1
2025-01-07 23:00:00,2025-01-07,24,Tung Chung,6.0,Moderate,23,1
2025-01-08 00:00:00,2025-01-08,1,Tung Chung,5.0,Moderate,0,2
2025-01-08 01:00:00,2025-01-08,2,Tung Chung,5.0,Moderate,1,2
2025-01-08 02:00:00,2025-01-08,3,Tung Chung,5.0,Moderate,2,2
2025-01-08 03:00:00,2025-01-08,4,Tung Chung,5.0,Moderate,3,2
2025-01-08 04:00:00,2025-01-08,5,Tung Chung,5.0,Moderate,4,2
2025-01-08 05:00:00,2025-01-08,6,Tung Chung,5.0,Moderate,5,2
2025-01-08 06:00:00,2025-01-08,7,Tung Chung,5.0,Moderate,6,2
2025-01-08 07:00:00,2025-01-08,8,Tung Chung,5.0,Moderate,7,2
2025-01-08 08:00:00,2025-01-08,9,Tung Chung,5.0,Moderate,8,2
2025-01-08 09:00:00,2025-01-08,10,Tung Chung,5.0,Moderate,9,2
2025-01-08 10:00:00,2025-01-08,11,Tung Chung,5.0,Moderate,10,2
2025-01-08 11:00:00,2025-01-08,12,Tung Chung,5.0,Moderate,11,2
2025-01-08 12:00:00,2025-01-08,13,Tung Chung,5.0,Moderate,12,2
2025-01-08 13:00:00,2025-01-08,14,Tung Chung,5.0,Moderate,13,2
2025-01-08 14:00:00,2025-01-08,15,Tung Chung,5.0,Moderate,14,2
2025-01-08 15:00:00,2025-01-08,16,Tung Chung,6.0,Moderate,15,2
2025-01-08 16:00:00,2025-01-08,17,Tung Chung,6.0,Moderate,16,2
2025-01-08 17:00:00,2025-01-08,18,Tung Chung,6.0,Moderate,17,2
2025-01-08 18:00:00,2025-01-08,19,Tung Chung,5.0,Moderate,18,2
2025-01-08 19:00:00,2025-01-08,20,Tung Chung,5.0,Moderate,19,2
2025-01-08 20:00:00,2025-01-08,21,Tung Chung,4.0,Moderate,20,2
2025-01-08 21:00:00,2025-01-08,22,Tung Chung,4.0,Moderate,21,2
2025-01-08 22:00:00,2025-01-08,23,Tung Chung,4.0,Moderate,22,2
2025-01-08 23:00:00,2025-01-08,24,Tung Chung,4.0,Moderate,23,2
2025-01-08 23:00:00,2025-01-08,24,Tung Chung,6.0,Moderate,23,2
2025-01-09 00:00:00,2025-01-09,1,Tung Chung,5.0,Moderate,0,3
2025-01-09 01:00:00,2025-01-09,2,Tung Chung,4.0,Moderate,1,3
2025-01-09 02:00:00,2025-01-09,3,Tung Chung,4.0,Moderate,2,3
2025-01-09 03:00:00,2025-01-09,4,Tung Chung,4.0,Moderate,3,3
2025-01-09 04:00:00,2025-01-09,5,Tung Chung,4.0,Moderate,4,3
2025-01-09 05:00:00,2025-01-09,6,Tung Chung,4.0,Moderate,5,3
2025-01-09 06:00:00,2025-01-09,7,Tung Chung,4.0,Moderate,6,3
2025-01-09 07:00:00,2025-01-09,8,Tung Chung,4.0,Moderate,7,3
2025-01-09 08:00:00,2025-01-09,9,Tung Chung,4.0,Moderate,8,3
2025-01-09 09:00:00,2025-01-09,10,Tung Chung,4.0,Moderate,9,3
2025-01-09 10:00:00,2025-01-09,11,Tung Chung,4.0,Moderate,10,3
2025-01-09 11:00:00,2025-01-09,12,Tung Chung,5.0,Moderate,11,3
2025-01-09 12:00:00,2025-01-09,13,Tung Chung,5.0,Moderate,12,3
2025-01-09 13:00:00,2025-01-09,14,Tung Chung,6.0,Moderate,13,3
2025-01-09 14:00:00,2025-01-09,15,Tung Chung,7.0,High,14,3
2025-01-09 15:00:00,2025-01-09,16,Tung Chung,7.0,High,15,3
2025-01-09 16:00:00,2025-01-09,17,Tung Chung,7.0,High,16,3
2025-01-09 17:00:00,2025-01-09,18,Tung Chung,7.0,High,17,3
2025-01-09 18:00:00,2025-01-09,19,Tung Chung,6.0,Moderate,18,3
2025-01-09 19:00:00,2025-01-09,20,Tung Chung,6.0,Moderate,19,3
2025-01-09 20:00:00,2025-01-09,21,Tung Chung,5.0,Moderate,20,3
2025-01-09 21:00:00,2025-01-09,22,Tung Chung,4.0,Moderate,21,3
2025-01-09 22:00:00,2025-01-09,23,Tung Chung,4.0,Moderate,22,3
2025-01-09 23:00:00,2025-01-09,24,Tung Chung,4.0,Moderate,23,3
2025-01-09 23:00:00,2025-01-09,24,Tung Chung,7.0,High,23,3
2025-01-10 00:00:00,2025-01-10,1,Tung Chung,4.0,Moderate,0,4
2025-01-10 01:00:00,2025-01-10,2,Tung Chung,4.0,Moderate,1,4
2025-01-10 02:00:00,2025-01-10,3,Tung Chung,4.0,Moderate,2,4
2025-01-10 03:00:00,2025-01-10,4,Tung Chung,4.0,Moderate,3,4
2025-01-10 04:00:00,2025-01-10,5,Tung Chung,3.0,Low,4,4
2025-01-10 05:00:00,2025-01-10,6,Tung Chung,3.0,Low,5,4
2025-01-10 06:00:00,2025-01-10,7,Tung Chung,3.0,Low,6,4
2025-01-10 07:00:00,2025-01-10,8,Tung Chung,3.0,Low,7,4
2025-01-10 08:00:00,2025-01-10,9,Tung Chung,3.0,Low,8,4
2025-01-10 09:00:00,2025-01-10,10,Tung Chung,3.0,Low,9,4
2025-01-10 10:00:00,2025-01-10,11,Tung Chung,3.0,Low,10,4
2025-01-10 11:00:00,2025-01-10,12,Tung Chung,4.0,Moderate,11,4
2025-01-10 12:00:00,2025-01-10,13,Tung Chung,4.0,Moderate,12,4
2025-01-10 13:00:00,2025-01-10,14,Tung Chung,4.0,Moderate,13,4
2025-01-10 14:00:00,2025-01-10,15,Tung Chung,5.0,Moderate,14,4
2025-01-10 15:00:00,2025-01-10,16,Tung Chung,5.0,Moderate,15,4
2025-01-10 16:00:00,2025-01-10,17,Tung Chung,5.0,Moderate,16,4
2025-01-10 17:00:00,2025-01-10,18,Tung Chung,5.0,Moderate,17,4
2025-01-10 18:00:00,2025-01-10,19,Tung Chung,5.0,Moderate,18,4
2025-01-10 19:00:00,2025-01-10,20,Tung Chung,4.0,Moderate,19,4
2025-01-10 20:00:00,2025-01-10,21,Tung Chung,4.0,Moderate,20,4
2025-01-10 21:00:00,2025-01-10,22,Tung Chung,4.0,Moderate,21,4
2025-01-10 22:00:00,2025-01-10,23,Tung Chung,4.0,Moderate,22,4
2025-01-10 23:00:00,2025-01-10,24,Tung Chung,3.0,Low,23,4
2025-01-10 23:00:00,2025-01-10,24,Tung Chung,5.0,Moderate,23,4
2025-01-11 00:00:00,2025-01-11,1,Tung Chung,3.0,Low,0,5
2025-01-11 01:00:00,2025-01-11,2,Tung Chung,3.0,Low,1,5
2025-01-11 02:00:00,2025-01-11,3,Tung Chung,4.0,Moderate,2,5
2025-01-11 03:00:00,2025-01-11,4,Tung Chung,4.0,Moderate,3,5
2025-01-11 04:00:00,2025-01-11,5,Tung Chung,3.0,Low,4,5
2025-01-11 05:00:00,2025-01-11,6,Tung Chung,3.0,Low,5,5
2025-01-11 06:00:00,2025-01-11,7,Tung Chung,3.0,Low,6,5
2025-01-11 07:00:00,2025-01-11,8,Tung Chung,3.0,Low,7,5
2025-01-11 08:00:00,2025-01-11,9,Tung Chung,3.0,Low,8,5
2025-01-11 09:00:00,2025-01-11,10,Tung Chung,3.0,Low,9,5
2025-01-11 10:00:00,2025-01-11,11,Tung Chung,4.0,Moderate,10,5
2025-01-11 11:00:00,2025-01-11,12,Tung Chung,4.0,Moderate,11,5
2025-01-11 12:00:00,2025-01-11,13,Tung Chung,4.0,Moderate,12,5
2025-01-11 13:00:00,2025-01-11,14,Tung Chung,4.0,Moderate,13,5
2025-01-11 14:00:00,2025-01-11,15,Tung Chung,5.0,Moderate,14,5
2025-01-11 15:00:00,2025-01-11,16,Tung Chung,6.0,Moderate,15,5
2025-01-11 16:00:00,2025-01-11,17,Tung Chung,6.0,Moderate,16,5
2025-01-11 17:00:00,2025-01-11,18,Tung Chung,6.0,Moderate,17,5
2025-01-11 18:00:00,2025-01-11,19,Tung Chung,5.0,Moderate,18,5
2025-01-11 19:00:00,2025-01-11,20,Tung Chung,5.0,Moderate,19,5
2025-01-11 20:00:00,2025-01-11,21,Tung Chung,4.0,Moderate,20,5
2025-01-11 21:00:00,2025-01-11,22,Tung Chung,4.0,Moderate,21,5
2025-01-11 22:00:00,2025-01-11,23,Tung Chung,4.0,Moderate,22,5
2025-01-11 23:00:00,2025-01-11,24,Tung Chung,4.0,Moderate,23,5
2025-01-11 23:00:00,2025-01-11,24,Tung Chung,6.0,Moderate,23,5
2025-01-12 00:00:00,2025-01-12,1,Tung Chung,4.0,Moderate,0,6
2025-01-12 01:00:00,2025-01-12,2,Tung Chung,4.0,Moderate,1,6
2025-01-12 02:00:00,2025-01-12,3,Tung Chung,4.0,Moderate,2,6
2025-01-12 03:00:00,2025-01-12,4,Tung Chung,4.0,Moderate,3,6
2025-01-12 04:00:00,2025-01-12,5,Tung Chung,4.0,Moderate,4,6
2025-01-12 05:00:00,2025-01-12,6,Tung Chung,3.0,Low,5,6
2025-01-12 06:00:00,2025-01-12,7,Tung Chung,3.0,Low,6,6
2025-01-12 07:00:00,2025-01-12,8,Tung Chung,4.0,Moderate,7,6
2025-01-12 08:00:00,2025-01-12,9,Tung Chung,4.0,Moderate,8,6
2025-01-12 09:00:00,2025-01-12,10,Tung Chung,4.0,Moderate,9,6
2025-01-12 10:00:00,2025-01-12,11,Tung Chung,4.0,Moderate,10,6
2025-01-12 11:00:00,2025-01-12,12,Tung Chung,4.0,Moderate,11,6
2025-01-12 12:00:00,2025-01-12,13,Tung Chung,4.0,Moderate,12,6
2025-01-12 13:00:00,2025-01-12,14,Tung Chung,4.0,Moderate,13,6
2025-01-12 14:00:00,2025-01-12,15,Tung Chung,4.0,Moderate,14,6
2025-01-12 15:00:00,2025-01-12,16,Tung Chung,4.0,Moderate,15,6
2025-01-12 16:00:00,2025-01-12,17,Tung Chung,4.0,Moderate,16,6
2025-01-12 17:00:00,2025-01-12,18,Tung Chung,4.0,Moderate,17,6
2025-01-12 18:00:00,2025-01-12,19,Tung Chung,4.0,Moderate,18,6
2025-01-12 19:00:00,2025-01-12,20,Tung Chung,3.0,Low,19,6
2025-01-12 20:00:00,2025-01-12,21,Tung Chung,3.0,Low,20,6
2025-01-12 21:00:00,2025-01-12,22,Tung Chung,3.0,Low,21,6
2025-01-12 22:00:00,2025-01-12,23,Tung Chung,3.0,Low,22,6
2025-01-12 23:00:00,2025-01-12,24,Tung Chung,3.0,Low,23,6
2025-01-12 23:00:00,2025-01-12,24,Tung Chung,4.0,Moderate,23,6
2025-01-13 00:00:00,2025-01-13,1,Tung Chung,3.0,Low,0,0
2025-01-13 01:00:00,2025-01-13,2,Tung Chung,3.0,Low,1,0
2025-01-13 02:00:00,2025-01-13,3,Tung Chung,3.0,Low,2,0
2025-01-13 03:00:00,2025-01-13,4,Tung Chung,3.0,Low,3,0
2025-01-13 04:00:00,2025-01-13,5,Tung Chung,3.0,Low,4,0
2025-01-13 05:00:00,2025-01-13,6,Tung Chung,3.0,Low,5,0
2025-01-13 06:00:00,2025-01-13,7,Tung Chung,3.0,Low,6,0
2025-01-13 07:00:00,2025-01-13,8,Tung Chung,3.0,Low,7,0
2025-01-13 08:00:00,2025-01-13,9,Tung Chung,3.0,Low,8,0
2025-01-13 09:00:00,2025-01-13,10,Tung Chung,3.0,Low,9,0
2025-01-13 10:00:00,2025-01-13,11,Tung Chung,4.0,Moderate,10,0
2025-01-13 11:00:00,2025-01-13,12,Tung Chung,4.0,Moderate,11,0
2025-01-13 12:00:00,2025-01-13,13,Tung Chung,4.0,Moderate,12,0
2025-01-13 13:00:00,2025-01-13,14,Tung Chung,4.0,Moderate,13,0
2025-01-13 14:00:00,2025-01-13,15,Tung Chung,4.0,Moderate,14,0
2025-01-13 15:00:00,2025-01-13,16,Tung Chung,4.0,Moderate,15,0
2025-01-13 16:00:00,2025-01-13,17,Tung Chung,5.0,Moderate,16,0
2025-01-13 17:00:00,2025-01-13,18,Tung Chung,5.0,Moderate,17,0
2025-01-13 18:00:00,2025-01-13,19,Tung Chung,4.0,Moderate,18,0
2025-01-13 19:00:00,2025-01-13,20,Tung Chung,4.0,Moderate,19,0
2025-01-13 20:00:00,2025-01-13,21,Tung Chung,5.0,Moderate,20,0
2025-01-13 21:00:00,2025-01-13,22,Tung Chung,5.0,Moderate,21,0
2025-01-13 22:00:00,2025-01-13,23,Tung Chung,5.0,Moderate,22,0
2025-01-13 23:00:00,2025-01-13,24,Tung Chung,5.0,Moderate,23,0
